name,SALE,price(Rub),available_sizes(EU),img,link
Crep Protect Shields,NO,1290,"S, L",https://kicksmania.ru/wp-content/uploads/2021/04/shields-dobavit-768x461.jpg,https://kicksmania.ru/product/crep-protect-shields/
Crep Protect Cure Travel Kit,NO,1990,None,https://kicksmania.ru/wp-content/uploads/2021/04/crep-protect-nabor-cure-travel-768x461.jpg,https://kicksmania.ru/product/crep-protect-cure-travel-kit/
